"n.missing"	"n.rows"
"dbo_R_RIALtO_frmQOLCll16.CompDate"	2870	2870
"dbo_R_RIALtO_frmQOLCll16.CompSigned"	2870	2870
"dbo_R_RIALtO_frmQOLCll16.HospitalSite"	17	2870
"dbo_R_RIALtO_frmQOLCll16.PatientNo"	17	2870
"dbo_R_RIALtO_frmQOLCll16.PatInitials"	17	2870
"dbo_R_RIALtO_frmQOLCll16.FUweek"	2559	2870
"dbo_R_RIALtO_GeriatricAssmnt.ClinicalTrialId"	0	125
"dbo_R_RIALtO_GeriatricAssmnt.Site"	0	125
"dbo_R_RIALtO_GeriatricAssmnt.PersonId"	0	125
"dbo_R_RIALtO_GeriatricAssmnt.VisitId"	0	125
"dbo_R_RIALtO_GeriatricAssmnt.VisitCycleNumber"	0	125
"dbo_R_RIALtO_GeriatricAssmnt.CRFPageId"	0	125
"dbo_R_RIALtO_GeriatricAssmnt.CRFPageCycleNumber"	0	125
"dbo_R_RIALtO_GeriatricAssmnt.HospitalSite"	0	125
"dbo_R_RIALtO_GeriatricAssmnt.PatientNo"	0	125
"dbo_R_RIALtO_GeriatricAssmnt.PatInitials"	0	125
"dbo_R_RIALtO_GeriatricAssmnt.QOL_VES13"	3	125
"dbo_R_RIALtO_GeriatricAssmnt.QOL_VES13_Dt"	18	125
"dbo_R_RIALtO_GeriatricAssmnt.QOL_GFI"	2	125
"dbo_R_RIALtO_GeriatricAssmnt.QOL_GFI_Dt"	21	125
"dbo_R_RIALtO_GeriatricAssmnt.QOL_TUAG"	3	125
"dbo_R_RIALtO_GeriatricAssmnt.QOL_TUAG_Dt"	24	125
"dbo_R_RIALtO_GeriatricAssmnt.Comments"	119	125
"dbo_R_RIALtO_GeriatricAssmnt.CompBy"	5	125
"dbo_R_RIALtO_GeriatricAssmnt.CompSigned"	4	125
"dbo_R_RIALtO_GeriatricAssmnt.CompDate"	4	125
"dbo_R_RIALtO_Haematology.ClinicalTrialId"	0	6910
"dbo_R_RIALtO_Haematology.Site"	0	6910
"dbo_R_RIALtO_Haematology.PersonId"	0	6910
"dbo_R_RIALtO_Haematology.VisitId"	0	6910
"dbo_R_RIALtO_Haematology.VisitCycleNumber"	0	6910
"dbo_R_RIALtO_Haematology.CRFPageId"	0	6910
"dbo_R_RIALtO_Haematology.CRFPageCycleNumber"	0	6910
"dbo_R_RIALtO_Haematology.HospitalSite"	521	6910
"dbo_R_RIALtO_Haematology.PatientNo"	521	6910
"dbo_R_RIALtO_Haematology.ScreenNo"	6422	6910
"dbo_R_RIALtO_Haematology.PatInitials"	33	6910
"dbo_R_RIALtO_Haematology.HAEfbcDt"	463	6910
"dbo_R_RIALtO_Haematology.VisitMonth"	6690	6910
"dbo_R_RIALtO_Haematology.FUweek"	6284	6910
"dbo_R_RIALtO_Haematology.HAEHaemo"	421	6910
"dbo_R_RIALtO_Haematology.HaemoCS"	1852	6910
"dbo_R_RIALtO_Haematology.HAEHaemoDate"	6877	6910
"dbo_R_RIALtO_Haematology.HAEWBC"	422	6910
"dbo_R_RIALtO_Haematology.WBCCS"	1856	6910
"dbo_R_RIALtO_Haematology.HAEWBCDate"	6891	6910
"dbo_R_RIALtO_Haematology.HAEANC"	452	6910
"dbo_R_RIALtO_Haematology.ANCCS"	1894	6910
"dbo_R_RIALtO_Haematology.HAEANCDate"	6865	6910
"dbo_R_RIALtO_Haematology.NeutDueCLL"	6441	6910
"dbo_R_RIALtO_Haematology.HAELympho"	470	6910
"dbo_R_RIALtO_Haematology.LymphoCS"	1901	6910
"dbo_R_RIALtO_Haematology.HAELymphoDate"	6870	6910
"dbo_R_RIALtO_Haematology.HAEPlate"	428	6910
"dbo_R_RIALtO_Haematology.PlateCS"	1875	6910
"dbo_R_RIALtO_Haematology.HAEPlateDate"	6886	6910
"dbo_R_RIALtO_Haematology.PlatDueCLL"	6437	6910
"dbo_R_RIALtO_Haematology.Comments"	6711	6910
"dbo_R_RIALtO_Haematology.CompBy"	391	6910
"dbo_R_RIALtO_Haematology.CompSigned"	385	6910
"dbo_R_RIALtO_Haematology.CompDate"	390	6910
"dbo_R_RIALtO_HealthAssmnt.ClinicalTrialId"	0	3219
"dbo_R_RIALtO_HealthAssmnt.Site"	0	3219
"dbo_R_RIALtO_HealthAssmnt.PersonId"	0	3219
"dbo_R_RIALtO_HealthAssmnt.VisitId"	0	3219
"dbo_R_RIALtO_HealthAssmnt.VisitCycleNumber"	0	3219
"dbo_R_RIALtO_HealthAssmnt.CRFPageId"	0	3219
"dbo_R_RIALtO_HealthAssmnt.CRFPageCycleNumber"	0	3219
"dbo_R_RIALtO_HealthAssmnt.HospitalSite"	13	3219
"dbo_R_RIALtO_HealthAssmnt.PatientNo"	13	3219
"dbo_R_RIALtO_HealthAssmnt.PatInitials"	13	3219
"dbo_R_RIALtO_HealthAssmnt.VisitMonth"	3014	3219
"dbo_R_RIALtO_HealthAssmnt.FUweek"	2823	3219
"dbo_R_RIALtO_HealthAssmnt.QOL_EQ5D"	263	3219
"dbo_R_RIALtO_HealthAssmnt.QOL_EQ5D_Dt"	652	3219
"dbo_R_RIALtO_HealthAssmnt.QOL_EQVAS"	284	3219
"dbo_R_RIALtO_HealthAssmnt.QOL_EQVAS_Dt"	683	3219
"dbo_R_RIALtO_HealthAssmnt.QOL_EORTC"	267	3219
"dbo_R_RIALtO_HealthAssmnt.QOL_EORTC_Dt"	646	3219
"dbo_R_RIALtO_HealthAssmnt.QOL_CLL16"	285	3219
"dbo_R_RIALtO_HealthAssmnt.QLQ_CLL16_Dt"	717	3219
"dbo_R_RIALtO_HealthAssmnt.QOL_MCQ30yn"	3135	3219
"dbo_R_RIALtO_HealthAssmnt.QOL_MCQ30_Dt"	3154	3219
"dbo_R_RIALtO_HealthAssmnt.QOL_BIPQyn"	3135	3219
"dbo_R_RIALtO_HealthAssmnt.QOL_BIPQ_Dt"	3155	3219
"dbo_R_RIALtO_HealthAssmnt.QOL_HADSyn"	3135	3219
"dbo_R_RIALtO_HealthAssmnt.QOL_HADS_Dt"	3155	3219
"dbo_R_RIALtO_HealthAssmnt.CompBy"	270	3219
"dbo_R_RIALtO_HealthAssmnt.CompSigned"	264	3219
"dbo_R_RIALtO_HealthAssmnt.CompDate"	278	3219
"dbo_R_RIALtO_HealthAssmnt.Comments"	2924	3219
"dbo_R_RIALtO_InclusionCrit_ELIIncCrtqg.ClinicalTrialId"	0	6902
"dbo_R_RIALtO_InclusionCrit_ELIIncCrtqg.Site"	0	6902
"dbo_R_RIALtO_InclusionCrit_ELIIncCrtqg.PersonId"	0	6902
"dbo_R_RIALtO_InclusionCrit_ELIIncCrtqg.VisitId"	0	6902
"dbo_R_RIALtO_InclusionCrit_ELIIncCrtqg.VisitCycleNumber"	0	6902
"dbo_R_RIALtO_InclusionCrit_ELIIncCrtqg.CRFPageId"	0	6902
"dbo_R_RIALtO_InclusionCrit_ELIIncCrtqg.CRFPageCycleNumber"	0	6902
"dbo_R_RIALtO_InclusionCrit_ELIIncCrtqg.OwnerQGroupID"	0	6902
"dbo_R_RIALtO_InclusionCrit_ELIIncCrtqg.RepeatNumber"	0	6902
"dbo_R_RIALtO_InclusionCrit_ELIIncCrtqg.ELIIncNo"	0	6902
"dbo_R_RIALtO_InclusionCrit_ELIIncCrtqg.ELIIncQ"	0	6902
"dbo_R_RIALtO_InclusionCrit_ELIIncCrtqg.ELIIncAns"	150	6902
"dbo_R_RIALtO_InclusionCrit.ClinicalTrialId"	0	493
"dbo_R_RIALtO_InclusionCrit.Site"	0	493
"dbo_R_RIALtO_InclusionCrit.PersonId"	0	493
"dbo_R_RIALtO_InclusionCrit.VisitId"	0	493
"dbo_R_RIALtO_InclusionCrit.VisitCycleNumber"	0	493
"dbo_R_RIALtO_InclusionCrit.CRFPageId"	0	493
"dbo_R_RIALtO_InclusionCrit.CRFPageCycleNumber"	0	493
"dbo_R_RIALtO_InclusionCrit.ScreenNo"	0	493
"dbo_R_RIALtO_InclusionCrit.PatInitials"	0	493
"dbo_R_RIALtO_InclusionCrit.CompBy"	1	493
"dbo_R_RIALtO_InclusionCrit.CompSigned"	1	493
"dbo_R_RIALtO_InclusionCrit.CompDate"	1	493
"dbo_R_RIALtO_InterimAssmnt.ClinicalTrialId"	0	535
"dbo_R_RIALtO_InterimAssmnt.Site"	0	535
"dbo_R_RIALtO_InterimAssmnt.PersonId"	0	535
"dbo_R_RIALtO_InterimAssmnt.VisitId"	0	535
"dbo_R_RIALtO_InterimAssmnt.VisitCycleNumber"	0	535
"dbo_R_RIALtO_InterimAssmnt.CRFPageId"	0	535
"dbo_R_RIALtO_InterimAssmnt.CRFPageCycleNumber"	0	535
"dbo_R_RIALtO_InterimAssmnt.HospitalSite"	0	535
"dbo_R_RIALtO_InterimAssmnt.PatientNo"	0	535
"dbo_R_RIALtO_InterimAssmnt.PatInitials"	0	535
"dbo_R_RIALtO_InterimAssmnt.RSPOverallRsp"	10	535
"dbo_R_RIALtO_InterimAssmnt.PhysSign"	11	535
"dbo_R_RIALtO_InterimAssmnt.PhysSignDate"	15	535
"dbo_R_RIALtO_InterimAssmnt.CompBy"	6	535
"dbo_R_RIALtO_InterimAssmnt.CompSigned"	5	535
"dbo_R_RIALtO_InterimAssmnt.CompDate"	6	535
"dbo_R_RIALtO_MedicalHistory_MHistGroup.ClinicalTrialId"	0	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.Site"	0	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.PersonId"	0	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.VisitId"	0	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.VisitCycleNumber"	0	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.CRFPageId"	0	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.CRFPageCycleNumber"	0	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.OwnerQGroupID"	0	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.RepeatNumber"	0	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.MHCondition"	36	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.MHCondOther"	934	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.MHStatus"	65	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.MHOnset"	415	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.MHEndDate"	1525	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.MHGrade"	565	1946
"dbo_R_RIALtO_MedicalHistory_MHistGroup.MHOngoing"	120	1946
"dbo_R_RIALtO_MedicalHistory.ClinicalTrialId"	0	489
"dbo_R_RIALtO_MedicalHistory.Site"	0	489
"dbo_R_RIALtO_MedicalHistory.PersonId"	0	489
"dbo_R_RIALtO_MedicalHistory.VisitId"	0	489
"dbo_R_RIALtO_MedicalHistory.VisitCycleNumber"	0	489
"dbo_R_RIALtO_MedicalHistory.CRFPageId"	0	489
"dbo_R_RIALtO_MedicalHistory.CRFPageCycleNumber"	0	489
"dbo_R_RIALtO_MedicalHistory.ScreenNo"	0	489
"dbo_R_RIALtO_MedicalHistory.PatInitials"	0	489
"dbo_R_RIALtO_MedicalHistory.NoMedHist"	0	489
"dbo_R_RIALtO_MedicalHistory.CTTakenQ"	40	489
"dbo_R_RIALtO_MedicalHistory.CTTakenSup"	47	489
"dbo_R_RIALtO_MedicalHistory.CompBy"	4	489
"dbo_R_RIALtO_MedicalHistory.CompSigned"	4	489
"dbo_R_RIALtO_MedicalHistory.CompDate"	5	489
"dbo_R_RIALtO_OtherTests.ClinicalTrialId"	0	482
"dbo_R_RIALtO_OtherTests.Site"	0	482
"dbo_R_RIALtO_OtherTests.PersonId"	0	482
"dbo_R_RIALtO_OtherTests.VisitId"	0	482
"dbo_R_RIALtO_OtherTests.VisitCycleNumber"	0	482
"dbo_R_RIALtO_OtherTests.CRFPageId"	0	482
"dbo_R_RIALtO_OtherTests.CRFPageCycleNumber"	0	482
"dbo_R_RIALtO_OtherTests.ScreenNo"	0	482
"dbo_R_RIALtO_OtherTests.PatInitials"	0	482
"dbo_R_RIALtO_OtherTests.OTSViralDate"	0	482
"dbo_R_RIALtO_OtherTests.OTSHbsAg"	0	482
"dbo_R_RIALtO_OtherTests.OTSHbcAB"	0	482
"dbo_R_RIALtO_OtherTests.OTSHCV"	0	482
"dbo_R_RIALtO_OtherTests.OTSHIV"	0	482
"dbo_R_RIALtO_OtherTests.SERPregDate"	481	482
"dbo_R_RIALtO_OtherTests.ELIPregTstRst"	1	482
"dbo_R_RIALtO_OtherTests.OTSPostMeno"	335	482
"dbo_R_RIALtO_OtherTests.OSTHyster"	468	482
"dbo_R_RIALtO_OtherTests.OSTMale"	177	482
"dbo_R_RIALtO_OtherTests.OSTOther"	481	482
"dbo_R_RIALtO_OtherTests.Comments"	481	482
"dbo_R_RIALtO_OtherTests.CompBy"	0	482
"dbo_R_RIALtO_OtherTests.CompSigned"	0	482
"dbo_R_RIALtO_OtherTests.CompDate"	0	482
"dbo_R_RIALtO_Pathology.ClinicalTrialId"	0	408
"dbo_R_RIALtO_Pathology.Site"	0	408
"dbo_R_RIALtO_Pathology.PersonId"	0	408
"dbo_R_RIALtO_Pathology.VisitId"	0	408
"dbo_R_RIALtO_Pathology.VisitCycleNumber"	0	408
"dbo_R_RIALtO_Pathology.CRFPageId"	0	408
"dbo_R_RIALtO_Pathology.CRFPageCycleNumber"	0	408
"dbo_R_RIALtO_Pathology.HospitalSite"	15	408
"dbo_R_RIALtO_Pathology.PatientNo"	15	408
"dbo_R_RIALtO_Pathology.PatInitials"	15	408
"dbo_R_RIALtO_Pathology.sample_6ml"	177	408
"dbo_R_RIALtO_Pathology.Samp_6ml_Date"	177	408
"dbo_R_RIALtO_Pathology.Samp_6ml_DtSnt"	183	408
"dbo_R_RIALtO_Pathology.DA_BMA"	237	408
"dbo_R_RIALtO_Pathology.DALBMAspirateDt"	237	408
"dbo_R_RIALtO_Pathology.DALBMAspirateD2"	244	408
"dbo_R_RIALtO_Pathology.DA_BMT"	246	408
"dbo_R_RIALtO_Pathology.DALBMTrephineDt"	246	408
"dbo_R_RIALtO_Pathology.DALBMTrephineD2"	256	408
"dbo_R_RIALtO_Pathology.sample_20ml"	393	408
"dbo_R_RIALtO_Pathology.sample_20_date"	395	408
"dbo_R_RIALtO_Pathology.Samp_20_DtSnt"	395	408
"dbo_R_RIALtO_Pathology.sample_10ml"	393	408
"dbo_R_RIALtO_Pathology.sample_10_date"	395	408
"dbo_R_RIALtO_Pathology.Samp_10_DtSnt"	395	408
"dbo_R_RIALtO_Pathology.smpKitNo"	180	408
"dbo_R_RIALtO_Pathology.Comments2"	408	408
"dbo_R_RIALtO_Pathology.Comments"	305	408
"dbo_R_RIALtO_Pathology.MeanCLLMRD"	369	408
"dbo_R_RIALtO_Pathology.LOD"	369	408
"dbo_R_RIALtO_Pathology.BoneSize"	385	408
"dbo_R_RIALtO_Pathology.BoneQuality"	385	408
"dbo_R_RIALtO_Pathology.BMTCellular"	376	408
"dbo_R_RIALtO_Pathology.BMT_CLLCells"	376	408
"dbo_R_RIALtO_Pathology.CompBy"	82	408
"dbo_R_RIALtO_Pathology.CompSigned"	80	408
"dbo_R_RIALtO_Pathology.CompDate"	80	408
"dbo_R_RIALtO_Pathology2.ClinicalTrialId"	0	134
"dbo_R_RIALtO_Pathology2.Site"	0	134
"dbo_R_RIALtO_Pathology2.PersonId"	0	134
"dbo_R_RIALtO_Pathology2.VisitId"	0	134
"dbo_R_RIALtO_Pathology2.VisitCycleNumber"	0	134
"dbo_R_RIALtO_Pathology2.CRFPageId"	0	134
"dbo_R_RIALtO_Pathology2.CRFPageCycleNumber"	0	134
"dbo_R_RIALtO_Pathology2.HospitalSite"	0	134
"dbo_R_RIALtO_Pathology2.PatientNo"	0	134
"dbo_R_RIALtO_Pathology2.PatInitials"	0	134
"dbo_R_RIALtO_Pathology2.DA_BMA"	39	134
"dbo_R_RIALtO_Pathology2.DALBMAspirateDt"	39	134
"dbo_R_RIALtO_Pathology2.DALBMAspirateD2"	40	134
"dbo_R_RIALtO_Pathology2.DA_BMT"	38	134
"dbo_R_RIALtO_Pathology2.DALBMTrephineDt"	38	134
"dbo_R_RIALtO_Pathology2.DALBMTrephineD2"	39	134
"dbo_R_RIALtO_Pathology2.BloodSamp4ml"	28	134
"dbo_R_RIALtO_Pathology2.BloodSam4mlDate"	28	134
"dbo_R_RIALtO_Pathology2.BloodSam4mlSent"	28	134
"dbo_R_RIALtO_Pathology2.smpKitNo"	29	134
"dbo_R_RIALtO_Pathology2.Comments2"	124	134
"dbo_R_RIALtO_Pathology2.CompBy"	13	134
"dbo_R_RIALtO_Pathology2.CompSigned"	13	134
"dbo_R_RIALtO_Pathology2.CompDate"	13	134
"dbo_R_RIALtO_Pathology2.Comments"	134	134
"dbo_R_RIALtO_Pathology2.BMTCellular"	134	134
"dbo_R_RIALtO_Pathology2.BMT_CLLCells"	134	134
"dbo_R_RIALtO_Pathology2.MeanCLLMRD"	128	134
"dbo_R_RIALtO_Pathology2.LOD"	128	134
"dbo_R_RIALtO_Pathology2.BoneSize"	128	134
"dbo_R_RIALtO_Pathology2.BoneQuality"	128	134
"dbo_R_RIALtO_Prog_Rec_Rel.ClinicalTrialId"	0	148
"dbo_R_RIALtO_Prog_Rec_Rel.Site"	0	148
"dbo_R_RIALtO_Prog_Rec_Rel.PersonId"	0	148
"dbo_R_RIALtO_Prog_Rec_Rel.VisitId"	0	148
"dbo_R_RIALtO_Prog_Rec_Rel.VisitCycleNumber"	0	148
"dbo_R_RIALtO_Prog_Rec_Rel.CRFPageId"	0	148
"dbo_R_RIALtO_Prog_Rec_Rel.CRFPageCycleNumber"	0	148
"dbo_R_RIALtO_Prog_Rec_Rel.HospitalSite"	0	148
"dbo_R_RIALtO_Prog_Rec_Rel.PatientNo"	0	148
"dbo_R_RIALtO_Prog_Rec_Rel.PatInitials"	0	148
"dbo_R_RIALtO_Prog_Rec_Rel.RECProgDate"	9	148
"dbo_R_RIALtO_Prog_Rec_Rel.FUNonProtTreatQ"	9	148
"dbo_R_RIALtO_Prog_Rec_Rel.TRTAE"	11	148
"dbo_R_RIALtO_Prog_Rec_Rel.TRTInf"	87	148
"dbo_R_RIALtO_Prog_Rec_Rel.CompBy"	8	148
"dbo_R_RIALtO_Prog_Rec_Rel.CompSigned"	8	148
"dbo_R_RIALtO_Prog_Rec_Rel.CompDate"	8	148
"dbo_R_RIALtO_Registration1.ClinicalTrialId"	0	493
"dbo_R_RIALtO_Registration1.Site"	0	493
"dbo_R_RIALtO_Registration1.PersonId"	0	493
"dbo_R_RIALtO_Registration1.VisitId"	0	493
"dbo_R_RIALtO_Registration1.VisitCycleNumber"	0	493
"dbo_R_RIALtO_Registration1.CRFPageId"	0	493
"dbo_R_RIALtO_Registration1.CRFPageCycleNumber"	0	493
"dbo_R_RIALtO_Registration1.HospitalSite"	0	493
"dbo_R_RIALtO_Registration1.PISv4Required"	398	493
"dbo_R_RIALtO_Registration1.PISv5Required"	392	493
"dbo_R_RIALtO_Registration1.PISv4Date"	475	493
"dbo_R_RIALtO_Registration1.PISv5Date"	444	493
"dbo_R_RIALtO_Registration1.REGRandChk"	0	493
"dbo_R_RIALtO_Registration1.ScreenNo"	0	493
"dbo_R_RIALtO_Registration1.PatInitials"	0	493
"dbo_R_RIALtO_Registration1.REGConsultant"	0	493
"dbo_R_RIALtO_Registration1.REGHospitalSite"	0	493
"dbo_R_RIALtO_Registration1.REGCurrentSite"	488	493
"dbo_R_RIALtO_Registration1.REGConsentDt"	0	493
"dbo_R_RIALtO_Registration1.REGConsentPt1"	0	493
"dbo_R_RIALtO_Registration1.REGSamplConsent"	0	493
"dbo_R_RIALtO_Registration1.REGConsentDt2"	58	493
"dbo_R_RIALtO_Registration1.REGgenomecons"	156	493
"dbo_R_RIALtO_Registration1.REGGenConDt"	248	493
"dbo_R_RIALtO_Registration1.REGDOB"	0	493
"dbo_R_RIALtO_Registration1.REGSex"	0	493
"dbo_R_RIALtO_Registration1.DiseaseStgAssDt"	1	493
"dbo_R_RIALtO_Registration1.DiseaseStage"	8	493
"dbo_R_RIALtO_Registration1.REGPrpTrtStart"	17	493
"dbo_R_RIALtO_Registration1.REGPatAge"	0	493
"dbo_R_RIALtO_Registration1.RegWHOStatus"	0	493
"dbo_R_RIALtO_Registration1.CritIllnesScore"	0	493
"dbo_R_RIALtO_Registration1.CompBy"	0	493
"dbo_R_RIALtO_Registration1.CompSigned"	0	493
"dbo_R_RIALtO_Registration1.CompDate"	0	493
"dbo_R_RIALtO_Registration2.ClinicalTrialId"	0	493
"dbo_R_RIALtO_Registration2.Site"	0	493
"dbo_R_RIALtO_Registration2.PersonId"	0	493
"dbo_R_RIALtO_Registration2.VisitId"	0	493
"dbo_R_RIALtO_Registration2.VisitCycleNumber"	0	493
"dbo_R_RIALtO_Registration2.CRFPageId"	0	493
"dbo_R_RIALtO_Registration2.CRFPageCycleNumber"	0	493
"dbo_R_RIALtO_Registration2.ScreenNo"	0	493
"dbo_R_RIALtO_Registration2.PatInitials"	0	493
"dbo_R_RIALtO_Registration2.REGTrialNo"	0	493
"dbo_R_RIALtO_Registration2.CohortNo"	0	493
"dbo_R_RIALtO_Registration2.REGDate"	0	493
"dbo_R_RIALtO_Registration2.RandomisedBy"	2	493
"dbo_R_RIALtO_Registration2.RandCheckedBy"	5	493
"dbo_R_RIALtO_Registration2.REGSamplesReqd"	0	493
"dbo_R_RIALtO_Registration2.CompBy"	5	493
"dbo_R_RIALtO_Registration2.CompSigned"	5	493
"dbo_R_RIALtO_Registration2.CompDate"	5	493
"dbo_R_RIALtO_SupportMed_SupMed_grp.ClinicalTrialId"	0	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.Site"	0	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.PersonId"	0	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.VisitId"	0	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.VisitCycleNumber"	0	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.CRFPageId"	0	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.CRFPageCycleNumber"	0	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.OwnerQGroupID"	0	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.RepeatNumber"	0	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.MedPCB"	52	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.cm_start"	81	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.cm_stop"	212	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.trade_name"	58	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.ongoing"	156	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.dose"	91	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.med_unit"	123	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.frequency"	106	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.med_route"	68	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.med_route_Other"	886	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.med_use"	71	890
"dbo_R_RIALtO_SupportMed_SupMed_grp.med_indication"	120	890
"dbo_R_RIALtO_SupportMed.ClinicalTrialId"	0	262
"dbo_R_RIALtO_SupportMed.Site"	0	262
"dbo_R_RIALtO_SupportMed.PersonId"	0	262
"dbo_R_RIALtO_SupportMed.VisitId"	0	262
"dbo_R_RIALtO_SupportMed.VisitCycleNumber"	0	262
"dbo_R_RIALtO_SupportMed.CRFPageId"	0	262
"dbo_R_RIALtO_SupportMed.CRFPageCycleNumber"	0	262
"dbo_R_RIALtO_SupportMed.HospitalSite"	1	262
"dbo_R_RIALtO_SupportMed.PatientNo"	1	262
"dbo_R_RIALtO_SupportMed.PatInitials"	1	262
"dbo_R_RIALtO_SupportMed.MedCLL"	11	262
"dbo_R_RIALtO_SupportMed.CompBy"	26	262
"dbo_R_RIALtO_SupportMed.CompSigned"	24	262
"dbo_R_RIALtO_SupportMed.CompDate"	26	262
